Coaster_Name,Length,Speed,Location,Status,Manufacturer,Height_Restriction,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,speed_mph,height_ft,Inversions,Gforce
Kumba (roller coaster),"3,978 ft (1,212 m)",60 mph (97 km/h),Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,137,1993,28.0397,-82.4231,Steel,1993-04-20,60.0,,7,3.8
Lightning Bolt (roller coaster),"2,400 ft (730 m)",35 mph (56 km/h),MGM Grand Adventures Theme Park,Removed,Intamin,0,1993,,,Other,1993-01-01,35.0,,0,
Outlaw (roller coaster),"2,800 ft (850 m)",48 mph (77 km/h),Adventureland (Iowa),Operating,Custom Coasters International,107,1993,41.6491,-93.5006,Wood,1993-04-24,48.0,,0,3.2
Superman: Krypton Coaster (Six Flags Mexico),,,Other,In Production,Vekoma,110,1993,,,Steel,,,,0,
Thunderation,"3,022 ft (921 m)",48 mph (77 km/h),Silver Dollar City,Operating,Arrow Dynamics,107,1993,36.6684,-93.3379,Steel,1993-04-10,48.0,,0,
Top Gun (Kings Island),"2,352 ft (717 m)",51 mph (82 km/h),Kings Island,Operating,Arrow Dynamics,122,1993,39.3476,-84.2652,Steel,1993-04-09,51.0,,0,2.9
The Comet (Great Escape),"4,197 ft (1,279 m)",55 mph (89 km/h),Great Escape,Operating,Philadelphia Toboggan Coasters,122,1994,43.3514,-73.6851,Wood,1948-01-01,55.0,,0,
Condor (roller coaster),"662 m (2,172 ft)",80 km/h (50 mph),Walibi Holland,Operating,Vekoma,140,1994,52.4404,5.7615,Steel,1994-05-01,49.7,101.7,5,4.5
Corkscrew (Playland),"2,400 ft (730 m)",40 mph (64 km/h),Playland,Removed,Vekoma,122,1994,49.2839,-123.0357,Steel,1994-01-01,40.0,,2,
Desperado (roller coaster),"5,843 ft (1,781 m)",80 mph (130 km/h),Primm Valley Resorts,Closed,Arrow Dynamics,132,1994,35.6142,-115.3844,Steel,1994-08-11,80.0,,0,4.0
Diavlo,"2,606 ft (794 m)",48.5 mph (78.1 km/h),Himeji Central Park,Operating,Bolliger & Mabillard,0,1994,34.8755,134.7637,Steel,1994-07-01,48.5,,5,
Hakugei (roller coaster),"1,530 m (5,020 ft)",107 km/h (66 mph),Nagashima Spa Land,Operating,Rocky Mountain Construction,130,1994,35.0303,136.7347,Steel,2019-03-28,66.5,180.4,3,4.0
Hoosier Hurricane,"2,891 ft (881 m)",51 mph (82 km/h),Indiana Beach,Operating,Custom Coasters International,122,1994,40.7903,-86.7706,Wood,1994-05-27,51.0,,0,
Hurler (roller coaster),"3,157 ft (962 m)",50 mph (80 km/h),Other,,"International Coasters, Inc.",122,1994,,,Wood,,50.0,,0,4.1
Nemesis (roller coaster),"716 m (2,349 ft)",81 km/h (50 mph),Alton Towers,Operating,Bolliger & Mabillard,140,1994,52.9869,-1.8828,Steel,1994-03-19,50.3,42.7,4,3.5
Raptor (Cedar Point),"3,790 ft (1,160 m)",57 mph (92 km/h),Cedar Point,Operating,Bolliger & Mabillard,137,1994,41.479,-82.6818,Steel,1994-05-07,57.0,,6,
Roller Skater (roller coaster),679.2 ft (207.0 m),21.7 mph (34.9 km/h),Kentucky Kingdom,Operating,Vekoma,0,1994,38.1967,-85.7476,Steel,1994-04-15,21.7,,0,
Shockwave (Drayton Manor),"1,640 ft (500 m)",53 mph (85 km/h),Drayton Manor Theme Park,Operating,Intamin,140,1994,52.6125,-1.7161,Steel,1994-03-26,53.0,,4,4.0
The Big One (roller coaster),"5,497 ft (1,675 m)",74 mph (119 km/h),Blackpool Pleasure Beach,Operating,Arrow Dynamics,132,1994,53.7892,-3.0553,Steel,1994-05-28,74.0,,0,3.5
Titan (Space World),"5,019 ft (1,530 m)",71.5 mph (115.1 km/h),Space World,Removed,Arrow Dynamics,122,1994,33.8748,130.8134,Steel,1994-03-05,71.5,,0,3.7
White Canyon (roller coaster),"3,608.9 ft (1,100.0 m)",52.4 mph (84.3 km/h),Yomiuriland,Removed,TOGO,130,1994,35.6258,139.5214,Wood,1994-04-09,52.4,,0,3.5
Zach's Zoomer,,,Michigan's Adventure,Operating,Custom Coasters International,102,1994,43.3434,-86.2809,Wood,1994-07-22,,,0,
Arkham Asylum – Shock Therapy,"765 m (2,510 ft)",88 km/h (55 mph),Warner Bros. Movie World,SBNO December 2019,Vekoma,140,1995,-27.9083,153.3119,Steel,1995-12-26,54.7,109.3,5,4.0
Back at the Barnyard Hayride,,,Nickelodeon Universe,Operating,Zamperla,0,1995,44.8542,-93.2422,Steel,1995-01-01,,,0,
The Gold Coaster,"900 m (3,000 ft)",85 km/h (53 mph),Other,,Arrow Dynamics,120,1995,,,Steel,,52.8,131.2,2,3.0
Cactus Coaster,,,Other,,Allan Herschell Company,0,1995,,,Steel,,,,0,
Cannonball Express (roller coaster),"1,738 ft (530 m)",34 mph (55 km/h),Pleasurewood Hills,Operating,Anton Schwarzkopf,0,1995,52.5062,1.7451,Steel,1995-01-01,34.0,,0,
Cannonball Run (roller coaster),"1,700 ft (520 m)",43 mph (69 km/h),Waterville USA,Removed,Custom Coasters International,107,1995,30.2585,-87.6859,Wood,1995-01-01,43.0,,0,
Comet Express,,,Other,,,0,1995,,,Other,,,,0,
Cyclops (roller coaster),"1,900 ft (580 m)",58 mph (93 km/h),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,122,1995,43.6161,-89.7897,Wood,1995-01-01,58.0,,0,4.2
Dragon Khan,"1,285 m (4,216 ft)",104.6 km/h (65.0 mph),PortAventura Park,Operating,Bolliger & Mabillard,140,1995,41.0875,1.1608,Steel,1995-05-02,65.0,148.0,8,4.0
Eurostar (roller coaster),"2,769.02 ft (844.00 m)",50.2 mph (80.8 km/h),Other,,Intamin,137,1995,,,Steel,,50.2,,4,5.2
Flight Deck (Canada's Wonderland),"689.01 m (2,260.5 ft)",79.99 km/h (49.70 mph),Canada's Wonderland,Operating,Vekoma,132,1995,43.8412,-79.539,Steel,1995-01-01,49.7,109.3,5,
The Great Nor'easter,"2,170 ft (660 m)",55 mph (89 km/h),Morey's Piers,Operating,Vekoma,132,1995,38.9893,-74.8023,Steel,1995-05-26,55.0,,5,
Jaguar!,"2,602 ft (793 m)",35 mph (56 km/h),Knott's Berry Farm,Operating,Zierer,122,1995,33.8458,-117.9992,Steel,1995-06-17,35.0,,0,
The Raven (roller coaster),"2,800 ft (850 m)",50 mph (80 km/h),Holiday World & Splashin' Safari,Operating,Custom Coasters International,122,1995,38.1194,-86.9152,Wood,1995-05-06,50.0,,0,
Sidewinder (Elitch Gardens),635 ft (194 m),45 mph (72 km/h),Other,,Arrow Dynamics,122,1995,,,Steel,,45.0,,1,4.0
Space Mountain: De la Terre à la Lune,"3,281 ft (1,000 m)",44 mph (71 km/h),Disneyland Park (Paris),Operating,Vekoma,120,1995,48.8741,2.7793,Steel,2017-05-07,44.0,,3,
Space Shuttle (roller coaster),935 ft (285 m),47 mph (76 km/h),Enchanted Kingdom,Operating,Vekoma,0,1995,14.2819,121.0954,Steel,1995-07-28,47.0,,3,5.2
T2 (roller coaster),"2,171.9 ft (662.0 m)",49.7 mph (80.0 km/h),Kentucky Kingdom,Operating,Vekoma,132,1995,38.1941,-85.747,Steel,1995-04-08,49.7,,5,
Twister II,"4,640 ft (1,410 m)",55 mph (89 km/h),Elitch Gardens,Operating,Hensel Phelps Construction,122,1995,39.7464,-105.0144,Wood,1995-05-27,55.0,,0,3.1
Viper (Six Flags Great Adventure),"1,670 ft (510 m)",48 mph (77 km/h),Six Flags Great Adventure,Removed,TOGO,137,1995,40.139,-74.435,Steel,1995-06-02,48.0,,2,
Viper (Six Flags Great America),"3,458 ft (1,054 m)",50 mph (80 km/h),Six Flags Great America,Operating,Six Flags,122,1995,42.3681,-87.9372,Wood,1995-04-29,50.0,,0,3.6
Viper (Six Flags Over Georgia),,,Other,Discontinued,Anton Schwarzkopf,0,1995,,,Other,,,,2,
Backyardigans: Mission to Mars,207 m (679 ft),34.9 km/h (21.7 mph),Movie Park Germany,Operating,Vekoma,0,1996,51.6198,6.976,Steel,1996-06-30,21.7,27.9,0,
The Barnstormer,207 m (679 ft),40.2 km/h (25.0 mph),Magic Kingdom,Operating,Vekoma,0,1996,28.4205,-81.5784,Steel,1996-10-01,25.0,29.9,0,
Colorado Adventure,"4,199 ft (1,280 m)",31.1 mph (50.1 km/h),Phantasialand,Operating,Vekoma,0,1996,50.7987,6.8815,Steel,1996-05-11,31.1,,0,
Flight of Fear,"2,705 ft (824 m)",54 mph (87 km/h),Other,,Premier Rides,137,1996,,,Steel,,54.0,,4,4.5
Fujiyama (roller coaster),"6,709 ft (2,045 m)",81 mph (130 km/h),Fuji-Q Highland,Operating,TOGO,110,1996,35.4859,138.777,Steel,1996-07-01,81.0,,0,3.5
The Great White (Morey's Piers),"3,300 ft (1,000 m)",50 mph (80 km/h),Morey's Piers,Operating,Custom Coasters International,122,1996,38.9865,-74.8107,Wood,1996-06-10,50.0,,0,
High Roller (Stratosphere),865 ft (264 m),30 mph (48 km/h),Stratosphere Tower,Removed,S&MC,122,1996,36.1474,-115.1554,Steel,1996-04-29,30.0,,0,2.0
Megafobia,"2,956 ft (901 m)",48 mph (77 km/h),Oakwood Theme Park,Operating,Custom Coasters International,120,1996,51.7807,-4.8056,Wood,1996-04-30,48.0,,0,2.75
Montu (roller coaster),"3,983 ft (1,214 m)",60 mph (97 km/h),Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,137,1996,28.0347,-82.4175,Steel,1996-05-16,60.0,,7,3.8
Pegasus (Mt. Olympus Water and Theme Park),,40 mph (64 km/h),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,102,1996,43.614,-89.7898,Wood,1996-01-01,40.0,,0,
Rougarou (roller coaster),"3,900 ft (1,200 m)",60 mph (97 km/h),Cedar Point,Operating,Bolliger & Mabillard,137,1996,41.4826,-82.6874,Steel,2015-05-09,60.0,,4,
Runaway Mountain,,,"Arlington, Texas, U.S.",Operating,,0,1996,32.7557,-97.0702,Other,,,,0,
Santa Monica West Coaster,"1,300 ft (400 m)",35 mph (56 km/h),Pacific Park,Operating,D. H. Morgan Manufacturing,107,1996,,,Steel,1996-05-25,35.0,,0,
Skull Mountain,"1,377 ft (420 m)",33 mph (53 km/h),Six Flags Great Adventure,Operating,Intamin,112,1996,40.1346,-74.4419,Steel,1996-06-03,33.0,,0,2.3
The Barnstormer at Goofy's Wiseacre Farm,207 m (679 ft),40.2 km/h (25.0 mph),Magic Kingdom,Operating,Vekoma,0,1996,28.4205,-81.5784,Steel,1996-10-01,25.0,29.9,0,
The Joker's Revenge,"1,936 ft (590 m)",40 mph (64 km/h),Other,,Vekoma,122,1996,,,Steel,,40.0,,3,3.5
The Mind Eraser (Geauga Lake),935 ft (285 m),47 mph (76 km/h),Other,,Vekoma,122,1996,,,Steel,,47.0,,6,5.2
The Walking Dead: The Ride,"1,312.3 ft (400.0 m)",27.7 mph (44.6 km/h),Thorpe Park Resort,Operating,Vekoma,140,1996,51.4036,-0.5132,Steel,1996-03-23,27.7,,0,2.4
Timber Terror,"2,700 ft (820 m)",55 mph (89 km/h),Silverwood Theme Park,Operating,Custom Coasters International,107,1996,47.9044,-116.7094,Wood,1996-01-01,55.0,,0,
The Underground (roller coaster),911 ft (278 m),,Adventureland (Iowa),Operating,Custom Coasters International,107,1996,,,Wood,1996-04-27,,,0,
Wild Thing (Valleyfair),"5,460 ft (1,660 m)",75 mph (121 km/h),Valleyfair,Operating,D. H. Morgan Manufacturing,122,1996,44.7986,-93.4587,Steel,1996-05-11,75.0,,0,4.1
Wildcat (Hersheypark),"3,183 ft (970 m)",50 mph (80 km/h),Hersheypark,Operating,Great Coasters International,122,1996,40.2925,-76.6558,Wood,1996-05-26,50.0,,0,3.5
Wilde maus,"1,213.9 ft (370.0 m)",28 mph (45 km/h),Other,,Mack Rides,0,1996,,,Steel,,28.0,,0,
Alpengeist,"3,828 ft (1,167 m)",67 mph (108 km/h),Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,137,1997,37.2328,-76.6476,Steel,1997-03-22,67.0,,6,3.7
Boomerang: Coast to Coaster,935 ft (285 m),47 mph (76 km/h),Other,,Vekoma,122,1997,,,Steel,,47.0,,3,5.2
Chang (roller coaster),"4,155 ft (1,266 m)",63 mph (101 km/h),Other,,Bolliger & Mabillard,137,1997,,,Steel,,63.0,,5,
Euro-Mir,"3,215 ft (980 m)",49.7 mph (80.0 km/h),Europa-Park,Operating,Mack Rides,130,1997,48.2647,7.7197,Steel,1997-01-01,49.7,,0,4.0
The Great White (SeaWorld San Antonio),"2,562 ft (781 m)",50 mph (80 km/h),SeaWorld San Antonio,Operating,Bolliger & Mabillard,137,1997,29.4523,-98.6965,Steel,1997-02-01,50.0,,5,4.6
Green Lantern (Six Flags Great Adventure),"4,155 ft (1,266 m)",63 mph (101 km/h),Other,,Bolliger & Mabillard,137,1997,,,Steel,,63.0,,5,
Invertigo (roller coaster),"1,013.8 ft (309.0 m)",50 mph (80 km/h),Other,In Production,Vekoma,0,1997,,,Other,,50.0,,3,
Kiddie Coaster,,,Lake Compounce,Operating,Molina & Sons,0,1997,41.6423,-72.9226,Steel,1997-06-27,,,0,
American Dreier Looping,"3,444 ft (1,050 m)",53 mph (85 km/h),Other,,Anton Schwarzkopf,140,1997,,,Steel,,53.0,,3,4.7
Pyrenees (roller coaster),"1,234 m (4,049 ft)",100 km/h (62 mph),Parque Espana-Shima Spain Village,Operating,Bolliger & Mabillard,130,1997,34.3598,136.845,Steel,1997-01-01,62.1,147.6,6,
Road Runner Express (Six Flags Fiesta Texas),"2,400 ft (730 m)",35 mph (56 km/h),Six Flags Fiesta Texas,Operating,Arrow Dynamics,107,1997,29.5991,-98.613,Steel,1997-05-01,35.0,,0,3.0
Big Apple Coaster,"4,777 ft (1,456 m)",67 mph (108 km/h),New York-New York Hotel and Casino,Operating,TOGO,137,1997,36.1019,-115.1736,Steel,1997-01-03,67.0,,2,
Skytrak,"1,282 ft (391 m)",28 mph (45 km/h),Granada Studios Tour,Removed,Skytrak International,140,1997,53.4781,-2.2571,Steel,1997-10-01,28.0,,0,2.5
Stampida,"3,127 ft (953.1 m)",46 mph (74.0 km/h),Other,Operating,Custom Coasters International,120,1997,41.0904,1.1566,Wood,1997-03-17,46.0,,0,
Steel Force,"5,600 ft (1,700 m)",75 mph (121 km/h),Dorney Park & Wildwater Kingdom,Operating,D. H. Morgan Manufacturing,122,1997,40.5789,-75.5381,Steel,1997-05-30,75.0,,0,3.4
Superman: Escape from Krypton,"1,235 ft (376.4 m)",100 mph (160.9 km/h),Other,Operating,Intamin,122,1997,34.425,-118.598,Steel,1997-03-15,100.0,,0,4.5
Tonnerre de Zeus,"4,044 ft (1,233 m)",52 mph (84 km/h),Parc Astérix,Operating,Custom Coasters International,130,1997,49.1314,2.5739,Wood,1997-01-01,52.0,,0,
Tower of Terror II,"376.4 m (1,235 ft)",160.9 km/h (100.0 mph),Dreamworld,Removed,Intamin,120,1997,-27.8641,153.3174,Steel,1997-01-23,100.0,377.3,0,4.5
Windjammer Surf Racers,"1,851 ft (564.2 m)",40 mph (64.4 km/h),Other,Removed,TOGO,122,1997,33.8458,-118.0008,Steel,1997-03-26,40.0,,1,
Zeus (roller coaster),"2,900 ft (880 m)",60 mph (97 km/h),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,122,1997,43.6167,-89.7892,Wood,1997-06-07,60.0,,0,
Zoomerang (Lake Compounce),935 ft (285 m),47 mph (76 km/h),Lake Compounce,Operating,Vekoma,122,1997,41.643,-72.9229,Steel,1997-06-27,47.0,,3,5.2
Batman & Robin: The Chiller,"1,137 ft (346.6 m)",65 mph (104.6 km/h),Other,Removed,Premier Rides,137,1998,,,Steel,1998-04-04,65.0,,1,5.0
Blue Tornado (roller coaster),"2,509 ft (765 m)",49.7 mph (80.0 km/h),Gardaland,Operating,Vekoma,140,1998,45.4566,10.7137,Steel,1998-01-01,49.7,,5,4.5
Doo Wopper,885 ft (270 m),,Morey's Piers,Operating,Zamperla,0,1998,38.9892,-74.803,Steel,1998-08-07,,,0,
Excalibur (Funtown Splashtown USA),"2,700 ft (820 m)",55 mph (89 km/h),Funtown Splashtown USA,Operating,Custom Coasters International,122,1998,43.5283,-70.4312,Wood,1998-01-01,55.0,,0,
GhostRider (roller coaster),"4,533 ft (1,382 m)",56 mph (90 km/h),Knott's Berry Farm,Operating,Custom Coasters International,122,1998,33.8426,-117.9981,Wood,1998-12-08,56.0,,0,3.1
Great Bear (roller coaster),"2,800 ft (850 m)",58 mph (93 km/h),Hersheypark,Operating,Bolliger & Mabillard,137,1998,40.2869,-76.6531,Steel,1998-05-23,58.0,,4,
Invertigo (California's Great America),"1,013.8 ft (309.0 m)",50 mph (80 km/h),Other,In Production,Vekoma,0,1998,,,Other,,50.0,,3,
Journey to Atlantis,,,SeaWorld Orlando,Operating,Mack Rides,107,1998,,,Steel,1998-04-17,,,0,
Kong (roller coaster),"2,260.5 ft (689.0 m)",49.7 mph (80.0 km/h),Other,,Vekoma,132,1998,,,Steel,,49.7,,5,
Mad Cobra (roller coaster),,,"Suzuka, Mie Prefecture, Japan",,,0,1998,34.8431,136.5406,Other,,,,0,
Mad Mouse (Pavilion),"1,257 ft (383 m)",25 mph (40 km/h),Myrtle Beach Pavilion,Removed,Arrow Dynamics,122,1998,33.6929,-78.8824,Steel,1998-06-13,25.0,,0,
Mamba (roller coaster),"5,600 ft (1,700 m)",75 mph (121 km/h),Worlds of Fun,Operating,D. H. Morgan Manufacturing,122,1998,39.172,-94.4906,Steel,1998-04-18,75.0,,0,3.5
Monte Makaya,"2,624 ft (800 m)",50 mph (80 km/h),Terra Encantada,Removed,Intamin,130,1998,-22.9853,-43.3644,Steel,1998-01-16,50.0,,8,
Mr. Freeze (roller coaster),"1,300 ft (400 m)",70 mph (110 km/h),Other,,Premier Rides,137,1998,,,Steel,,70.0,,2,4.0
Oblivion (roller coaster),"373 m (1,224 ft)",110 km/h (68 mph),Alton Towers,Operating,Bolliger & Mabillard,140,1998,52.9866,-1.8965,Steel,1998-03-14,68.4,65.0,0,4.5
Rampage (roller coaster),"3,500 ft (1,100 m)",56 mph (90 km/h),Alabama Splash Adventure,Operating,Custom Coasters International,122,1998,33.3792,-86.9969,Wood,1998-05-23,56.0,,0,
Rattlesnake (roller coaster),"1,213 ft (370 m)",28 mph (45 km/h),Chessington World of Adventures,Operating,Maurer AG,140,1998,51.3487,-0.3178,Steel,1998-01-01,28.0,,0,
The Riddler's Revenge,"4,370 ft (1,330 m)",65 mph (105 km/h),Six Flags Magic Mountain,Operating,Bolliger & Mabillard,137,1998,34.4245,-118.6006,Steel,1998-04-04,65.0,,6,4.2
Roar (roller coaster),"3,468 ft (1,057 m) (America)3,291 ft (1,003 m) (Discovery Kingdom)",50.5 mph (81.3 km/h),Other,,Great Coasters International,122,1998,,,Wood,,50.5,,0,3.5
Roller Coaster (Dam Sen Park),"500 m (1,600 ft)",70 km/h (43 mph),Dam Sen Cultural Park,Operating,Hebei Zhongye Metallurgical Equipment,137,1998,10.7605,106.6368,Steel,1998-01-01,43.5,78.7,3,3.8
Scooby's Ghoster Coaster,,8 mph (13 km/h),Kings Island,Removed,Caripro,0,1998,39.3423,-84.2699,Steel,1998-04-18,8.0,,0,1.0
Shivering Timbers,"5,383 ft (1,641 m)",57 mph (92 km/h),Michigan's Adventure,Operating,Custom Coasters International,122,1998,43.3422,-86.2761,Wood,1998-01-01,57.0,,0,3.8
Sprocket Rockets,679.2 ft (207.0 m),21.7 mph (34.9 km/h),Six Flags Great America,Operating,Vekoma,0,1998,42.3669,-87.9311,Steel,1998-01-01,21.7,,0,
Storm Chaser (roller coaster),"2,744 ft (836 m)",52 mph (84 km/h),Kentucky Kingdom,Operating,Rocky Mountain Construction,0,1998,38.1958,-85.7503,Steel,2016-04-30,52.0,,3,3.8
Thunderhawk (Michigan's Adventure),"2,260.5 ft (689.0 m)",49.7 mph (80.0 km/h),Other,,Vekoma,132,1998,,,Steel,,49.7,,5,
Vapor Trail (roller coaster),"1,300 ft (400 m)",27 mph (43 km/h),Sesame Place,Operating,Vekoma,0,1998,40.1852,-74.8725,Steel,1998-06-01,27.0,,0,
Vogel Rok,"2,296 ft (700 m)",40 mph (64 km/h),Efteling,Operating,Vekoma,120,1998,51.6522,5.0525,Steel,1998-04-09,40.0,,0,3.5
Volcano: The Blast Coaster,"2,757 ft (840 m)",70 mph (110 km/h),Kings Dominion,Removed,Intamin,137,1998,37.8394,-77.4402,Steel,1998-08-03,70.0,,4,
Wild Mouse (Lagoon),"1,213 ft (370 m)",28 mph (45 km/h),Lagoon Amusement Park,Operating,Maurer AG,117,1998,40.9839,-111.8945,Steel,1998-04-10,28.0,,0,
Wilderness Run (Carowinds),,15 mph (24 km/h),Carowinds,Operating,E&F Miler Industries,102,1998,35.1011,-80.9388,Steel,1998-01-01,15.0,,0,
Afterburn (roller coaster),"2,956 ft (901 m)",62 mph (100 km/h),Carowinds,Operating,Bolliger & Mabillard,137,1999,35.1003,-80.9409,Steel,1999-03-20,62.0,,6,
Apollo's Chariot,"4,882 ft (1,488 m)",73 mph (117 km/h),Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,132,1999,37.2348,-76.6413,Steel,1999-03-30,73.0,,0,4.1
Bandit (Movie Park Germany),"1,099 m (3,606 ft)",80 km/h (50 mph),Movie Park Germany,Operating,Roller Coaster Corporation of America,120,1999,51.6242,6.9754,Wood,1999-01-01,49.7,91.2,0,
Bizarro (roller coaster),"3,985 ft (1,215 m)",61 mph (98 km/h),Six Flags Great Adventure,Operating,Bolliger & Mabillard,137,1999,40.1382,-74.4323,Steel,1999-04-02,61.0,,7,4.0
Canyon Blaster (Six Flags Magic Mountain),,10 mph (16 km/h),Six Flags Magic Mountain,Operating,E&F Miler Industries,0,1999,34.4249,-118.5964,Steel,1999-05-30,10.0,,0,1.0
Dragon Challenge,"3,200 ft (975.4 m)",60 mph (96.6 km/h),Other,Removed,Bolliger & Mabillard,137,1999,28.4736,-81.4733,Steel,1999-05-28,60.0,,5,
Exterminator (roller coaster),"1,377.9 ft (420.0 m)",29.1 mph (46.8 km/h),Kennywood,Operating,Reverchon Industries,117,1999,40.3894,-79.8677,Steel,1999-04-18,29.1,,0,2.5
Georgia Scorcher,"3,000 ft (910 m)",54 mph (87 km/h),Six Flags Over Georgia,Operating,Bolliger & Mabillard,137,1999,33.7703,-84.5506,Steel,1999-05-08,54.0,,2,4.0
Great Chase (Six Flags America),280 ft (85 m),11 mph (18 km/h),Six Flags America,Operating,Zamperla,0,1999,38.9075,-76.772,Steel,1999-01-01,11.0,,0,
Harley Quinn Crazy Train,"1,181.1 ft (360.0 m)",22.4 mph (36.0 km/h),Six Flags Great Adventure,Operating,Zierer,104,1999,40.1348,-74.4397,Steel,1999-01-01,22.4,,0,
The Howler,262.5 ft (80.0 m),16 mph (26 km/h),Holiday World & Splashin' Safari,Operating,Zamperla,0,1999,38.1189,-86.9103,Steel,1999-05-08,16.0,,0,
The Incredible Hulk Coaster,"3,700 ft (1,100 m)",67 mph (108 km/h),Universal's Islands of Adventure,Operating,Bolliger & Mabillard,137,1999,28.4712,-81.4684,Steel,1999-05-28,67.0,,7,4.0
Invertigo (Kings Island),"1,013.8 ft (309.0 m)",50 mph (80 km/h),Other,In Production,Vekoma,0,1999,,,Other,,50.0,,3,
Iron Gwazi,"4,075 ft (1,242 m)",76 mph (122 km/h),Busch Gardens Tampa Bay,Under construction,Rocky Mountain Construction,122,1999,28.0339,-82.4231,Steel,,76.0,,2,
The Joker's Jinx,"2,705 ft (824 m)",60 mph (97 km/h),Six Flags America,Operating,Premier Rides,137,1999,38.91,-76.776,Steel,1999-05-08,60.0,,4,4.5
Katapul,,,Other,Discontinued,Anton Schwarzkopf,0,1999,,,Other,,,,2,
Lil' Devil Coaster,262.5 ft (80.0 m),,Six Flags Great Adventure,Operating,Zamperla,0,1999,40.1343,-74.4434,Steel,1999-01-01,,,0,
Limit (roller coaster),"2,260.5 ft (689.0 m)",49.7 mph (80.0 km/h),Heide Park,Operating,Vekoma,130,1999,53.026,9.8818,Steel,1999-01-01,49.7,,5,
Mad Mouse (Michigan's Adventure),"1,268 ft (386 m)",33 mph (53 km/h),Michigan's Adventure,Operating,Arrow Dynamics,112,1999,43.3474,-86.2789,Steel,1999-08-07,33.0,,0,
Mad Mouse (Valleyfair),"1,257 ft (383 m)",30 mph (48 km/h),Valleyfair,Operating,Arrow Dynamics,112,1999,44.7999,-93.4591,Steel,1999-05-08,30.0,,0,
Millennium Roller Coaster,"2,736 ft (834 m)",56 mph (90 km/h),Fantasy Island,Operating,Vekoma,120,1999,53.192,0.347,Steel,1999-05-22,56.0,,3,
Montaña Rusa (Parque del Café),"2,583 ft (787 m)",41.2 mph (66.3 km/h),Other,,Anton Schwarzkopf,0,1999,,,Steel,,41.2,,0,2.1
Montezum,"1,030 m (3,380 ft)",103 km/h (64 mph),Hopi Hari,Operating,Roller Coaster Corporation of America,140,1999,-23.0987,-47.0109,Wood,1999-01-01,64.0,,0,
Nightmare at Crack Axle Canyon,"1,765 ft (538 m)",31 mph (50 km/h),Other,,Anton Schwarzkopf,122,1999,,,Steel,,31.0,,0,
Poltergeist (roller coaster),"2,705 ft (824 m)",60 mph (97 km/h),Six Flags Fiesta Texas,Operating,Premier Rides,137,1999,29.5969,-98.6083,Steel,1999-05-28,60.0,,4,4.5
Powder Keg: A Blast into the Wilderness,"3,506 ft (1,069 m)",64 mph (103 km/h),Other,,S&S – Sansei Technologies,107,1999,,,Steel,,64.0,,0,3.9
Pteranodon Flyers,,,"Universal Orlando Resort, Orlando, Florida, United States",,,0,1999,28.4717,-81.4714,Other,,,,0,
"Python (Coney Island, Cincinnati, Ohio)","1,100 ft (340 m)",,Coney Island,Removed,Pinfari,0,1999,39.0539,-84.419,Steel,1999-01-01,,,0,
Raging Bull (roller coaster),"5,057 ft (1,541 m)",73 mph (117 km/h),Six Flags Great America,Operating,Bolliger & Mabillard,0,1999,42.3658,-87.9371,Steel,1999-05-01,73.0,,0,
Road Runner Express (Six Flags Discovery Kingdom),262.5 ft (80.0 m),,Six Flags Discovery Kingdom,Operating,Zamperla,0,1999,38.1371,-122.2345,Steel,1999-01-01,,,0,
Rock 'n' Roller Coaster Starring Aerosmith,"3,267.7 ft (996.0 m)",57 mph (92 km/h),Other,,Vekoma,122,1999,,,Steel,,57.0,,3,5.0
Rollie's Coaster,,27 mph (43 km/h),Morey's Piers,Operating,Pinfari,112,1999,38.9858,-74.8097,Steel,1999-01-01,27.0,,0,
Silver Comet (roller coaster),"2,800 ft (850 m)",50 mph (80 km/h),Fantasy Island,Temporarily Closed,Custom Coasters International,122,1999,43.0283,-78.9739,Wood,1999-05-01,50.0,,0,
Steel Eel,"3,700 ft (1,100 m)",65 mph (105 km/h),SeaWorld San Antonio,Operating,D. H. Morgan Manufacturing,122,1999,29.4553,-98.6961,Steel,1999-03-06,65.0,,0,3.5
Superman – Ride of Steel,"5,400 ft (1,600 m)",73 mph (117 km/h),Other,,Intamin,137,1999,,,Steel,,73.0,,0,
Tennessee Tornado,"2,682 ft (817 m)",63 mph (101 km/h),Dollywood,Operating,Arrow Dynamics,122,1999,35.793,-83.5279,Steel,1999-04-17,63.0,,3,3.7
Thunderbolt (Celebration City),,34 mph (55 km/h),Other,,S&MC,122,1999,,,Steel,,34.0,,0,
Tornado (Parque de Atracciones de Madrid),"2,624.7 ft (800.0 m)",49.7 mph (80.0 km/h),Parque de Atracciones de Madrid,Operating,Intamin,120,1999,40.4134,-3.748,Steel,1999-05-23,49.7,,3,4.0
